Index	Noun	Verb	Linking	Prefix	Particle	Freq	Nounpl	Verbpp	Verbzu	Verbfin	q_compound_joint_cap	q_compound_joint_nocap	q_np_det_joint_cap	q_np_det_joint_nocap	q_np_det_sep_cap	q_np_det_sep_nocap	q_np_det_sep_capcap	q_np_apprart_joint_cap	q_np_apprart_joint_nocap	q_np_apprart_sep_cap	q_np_apprart_sep_nocap	q_np_apprart_sep_capcap	q_np_nodet_joint_cap	q_np_nodet_joint_nocap	q_np_nodet_sep_cap	q_np_nodet_sep_nocap	q_np_nodet_sep_capcap	q_infzu_joint_cap	q_infzu_joint_nocap	q_infzu_sep_cap	q_infzu_sep_nocap	q_prog_joint_cap	q_prog_joint_nocap	q_prog_sep_cap	q_prog_sep_nocap	q_prog_sep_capcap	q_particip_joint_cap	q_particip_joint_nocap	q_particip_sep_cap	q_particip_sep_nocap	q_particip_sep_capcap	q_finite_joint_cap	q_finite_joint_nocap	q_finite_sep_cap	q_finite_sep_nocap
271	Lasso	werfen	0			14	Lassos	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	102	2	7	1	4	1	0	28	1	7	0	0	103	0	42	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0
333	Schein	werfen	0			11	Scheine	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	99	7	35	4	3	0	0	2	0	0	0	0	59	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	7	7	0
390	Pfeil	werfen	0			9	Pfeilen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	76	0	5	0	5	0	0	9	0	1	0	0	89	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
457	Reis	werfen	0			7	Reis	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	30	0	10	0	7	1	0	5	0	0	0	0	10	0	42	2	0	0	0	9	0	0	0	0	0	0	0	0	18	0	0	0	0	3	0
476	Gewicht	werfen	0			7	Gewichte	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	121	1	11	0	1	0	0	60	0	2	0	0	48	1	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
587	Stöckchen	werfen	0			5	Stöckchen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	55	3	9	0	20	1	0	12	1	7	0	0	38	2	131	9	1	0	0	4	0	2	0	0	0	0	0	0	18	4	0	1	0	17	0
664	Bällchen	werfen	0			5	Bällchen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	22	1	2	0	12	0	0	1	0	1	0	0	18	1	60	3	1	0	0	1	0	0	0	0	0	0	0	0	5	1	0	0	0	3	1
674	Anker	werfen	0			5	Anker	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	26	1	6	0	114	3	0	9	0	2	1	0	11	1	173	5	0	0	0	27	0	0	0	0	0	0	0	0	92	1	0	5	0	52	1
280	Wunder	wirken	0			13	Wunder	gewirkt	X	wirket|wirkt|wirkte|wirkten|wirken|wirke|wirkst	56	4	12	0	184	5	0	7	0	1	0	0	37	5	2182	226	1	0	0	144	5	1	0	0	0	0	0	1	530	93	1	0	1	235	23
98	Probe	wohnen	0			47	Proben	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst	452	46	94	0	0	0	0	104	4	13	0	0	205	49	10	2	0	1	1	9	1	0	0	0	0	0	1	5	4	0	0	1	1	1	0
212	Service	wohnen	0			18	Services	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst	114	1	13	0	1	0	3	20	0	0	0	1	91	0	3	1	43	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
464	Luxus	wohnen	0			7	Luxus	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst	19	0	1	0	1	0	0	2	0	2	0	0	16	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0
521	Paar	wohnen	0			6	Paare	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst	42	0	2	0	1	4	0	1	0	1	0	0	52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1
615	Pflege	wohnen	0			5	Pflegen	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst	24	1	5	0	0	0	0	4	0	0	0	0	11	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
341	Geld	zählen	0			11	Gelder	gezählt	X	zählst|zählten|zähle|zählen|zählte|zählt	125	2	26	1	53	6	1	56	2	20	3	3	47	0	218	13	0	0	0	39	0	7	0	4	1	0	0	0	36	3	0	0	0	83	4
412	Schäfchen	zählen	0			8	Schäfchen	gezählt	X	zählst|zählten|zähle|zählen|zählte|zählt	75	2	11	1	11	0	0	19	1	9	1	0	49	0	179	8	1	0	0	26	0	0	0	0	0	0	0	0	10	1	0	0	0	17	1
123	Drachen	zähmen	0			35	Drachen	gezähmt	X	zähmt|zähmte|zähmen	300	4	3	0	7	0	0	2	0	1	0	0	373	3	21	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
89	Akt	zeichnen	0			51	Akte	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	416	23	47	3	0	0	0	80	6	0	0	0	372	21	2	1	1	0	0	1	0	3	0	0	0	0	0	0	3	0	0	3	0	0	0
277	Comic	zeichnen	0			14	Comics	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	114	5	26	0	17	3	0	31	0	4	1	1	73	8	14	1	2	0	0	7	1	1	0	1	0	0	0	0	16	0	0	1	0	2	0
296	Fach	zeichnen	0			13	Fächern	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	106	0	8	0	1	0	3	5	0	0	2	9	125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
359	Portrait	zeichnen	0			10	Portraits	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	64	2	8	0	6	1	0	11	0	3	0	0	64	2	8	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0
392	Mode	zeichnen	0			9	Moden	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	42	0	1	0	1	0	0	2	0	0	0	0	43	0	8	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	13	0
492	Bau	zeichnen	0			7	Bauten	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	50	1	5	0	0	0	0	1	0	0	0	0	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
528	Manga	zeichnen	0			6	Mangas	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	33	5	8	0	16	2	0	13	2	10	3	0	18	0	59	9	11	0	0	5	3	0	0	2	0	0	0	0	8	1	0	0	0	14	0
645	Hand	zeichnen	0			5	Hände	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten	12	1	4	0	27	4	2	0	1	0	0	0	9	1	103	10	1	0	0	25	1	0	0	0	0	0	23	154	244	15	0	0	1	25	1
185	Zucker	ziehen	0			20	Zucker	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	2	1	0	0	2	0	0	3	1	1	0	0	5	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1
230	Öl	ziehen	0			16	Öl	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	276	30	132	3	15	0	0	22	0	4	1	0	113	31	26	5	0	0	0	3	0	2	0	0	0	0	0	0	4	0	0	1	0	24	5
231	Zahn	ziehen	0			16	Zähne	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	159	11	77	3	345	19	1	34	3	12	2	0	82	4	101	10	3	0	0	10	0	0	0	1	0	0	2	2	50	12	0	0	0	5	0
246	Wurzel	ziehen	0			15	Wurzeln	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	199	10	46	0	94	10	0	37	4	2	1	0	115	8	59	5	0	0	0	1	0	0	0	0	0	0	0	0	7	1	0	0	0	4	2
589	Streifen	ziehen	0			5	Streifen	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	5	0	1	0	12	0	0	2	0	0	0	0	0	0	14	1	0	0	0	0	1	0	0	0	0	0	0	0	5	1	0	0	0	14	2
652	Geld	ziehen	0			5	Gelder	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	26	1	17	0	27	4	0	9	0	2	1	0	3	0	171	4	0	0	0	41	2	0	0	0	0	0	0	0	31	1	0	0	0	45	4
668	Bilanz	ziehen	0			5	Bilanzen	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge	15	0	7	0	168	2	0	7	0	3	0	0	4	0	960	12	0	0	0	1152	3	0	0	0	0	0	1	0	823	4	0	0	0	215	3
99	Muskel	zucken	0			47	Muskel	gezuckt	X	zuckt|zuckte|zuckten|zucken|zucke	344	26	81	4	6	1	0	2	0	0	0	0	280	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	Unkraut	zupfen	0			9	Unkräuter	gezupft	X	zupfte|zupfen|zupft|zupften	59	1	7	0	15	1	0	27	1	13	0	0	32	1	166	10	0	0	0	28	1	1	0	3	0	0	0	0	40	2	0	0	0	10	1
481	Finger	boarden	0			7	Finger	geboardet	X	boarde|boardest|boardet|boardete|boardetest|boardeten	15	7	3	0	0	0	0	4	1	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
491	Body	boarden	0			7	Bodys	geboardet	X	boarde|boardest|boardet|boardete|boardetest|boardeten	79	5	10	0	0	0	0	11	1	0	0	1	70	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	Nase	bohren	0			19	Nasen	gebohrt	X	bohre|bohrst|bohrten|bohrt|bohren|bohrte	177	14	22	2	221	16	6	42	1	7	2	1	121	12	55	10	1	0	0	2	0	2	0	0	0	0	0	0	7	0	0	0	0	9	1
403	Brunnen	bohren	0			9	Brunnen	gebohrt	X	bohre|bohrst|bohrten|bohrt|bohren|bohrte	66	3	10	1	78	4	1	28	1	9	0	0	36	1	101	5	3	0	0	39	1	0	0	0	0	0	0	0	71	0	0	0	0	13	0
566	Beton	bohren	0			6	Betons	gebohrt	X	bohre|bohrst|bohrten|bohrt|bohren|bohrte	65	2	6	0	8	0	0	9	1	3	0	0	55	0	36	0	9	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	4	0
604	Schlag	bohren	0			5	Schlägen	gebohrt	X	bohre|bohrst|bohrten|bohrt|bohren|bohrte	77	5	6	0	0	0	0	13	0	0	0	0	67	12	7	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
514	Schatten	boxen	0			6	Schatten	geboxt	X	boxe|boxt|boxte|boxten|boxen	724	26	79	3	0	0	0	67	0	0	0	0	517	21	5	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	1	0
141	Bier	brauen	0			30	Biere	gebraut	X	brauten|brauen|braute|braue|braut	981	14	333	3	65	0	0	410	1	31	0	1	241	7	357	10	3	0	0	159	1	7	0	0	0	0	4	0	457	3	0	1	0	84	1
241	Brot	brechen	0			16	Broten	gebrochen	X	brachen|brichst|bricht|brecht|bracht|brach|bräche|breche|brechen	495	2	93	2	64	1	0	232	0	3	1	1	96	2	34	1	0	0	0	23	1	49	0	0	0	0	0	0	9	0	0	0	0	17	1
177	Kalk	brennen	0			22	Kalkes	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	93	0	32	0	1	0	0	39	0	0	0	0	37	1	9	0	0	0	0	9	0	0	0	0	0	0	0	0	44	1	0	2	0	8	0
192	Helium	brennen	0			20	Helium	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	68	0	32	0	0	0	0	4	0	0	0	0	19	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
295	Fohlen	brennen	0			13	Fohlen	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	107	1	20	0	5	0	0	42	0	1	0	0	28	2	3	15	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0
309	Schnaps	brennen	0			12	Schnäpsen	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	188	4	53	0	5	1	0	71	0	1	0	0	69	2	82	2	3	0	0	22	0	1	0	0	0	0	0	0	88	0	0	0	0	21	0
471	Kohlenstoff	brennen	0			7	Kohlenstoffe	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	17	0	7	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
665	Branntwein	brennen	0			5	Branntweine	gebrannt	X	brenne|brennten|brennt|brannte|brannten|brennen	21	0	7	0	0	0	0	5	0	0	0	0	10	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
232	Wild	campen	0			16	Wild	gecampt	X	campen|campt|campe	158	55	30	4	0	4	1	41	5	0	14	5	114	61	9	186	15	0	1	0	47	0	0	0	0	0	0	3	1	32	0	0	1	0	7
174	Schlamm	catchen	0			22	Schlämmen	gecatcht	X	catche|catchst|catcht|catchte|catchtest|catchtet|catchten	214	29	28	3	0	1	0	50	2	3	1	0	145	29	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	Model	checken	0			6	Models	gecheckt	X	checkst|checkt|checkte|checken|checkten	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	Musik	denken	0			14	Musiken	gedacht	X	dachtest|denken|dachte|denkt|dachten|denke|denkst	73	0	15	0	16	0	0	7	0	0	0	0	25	0	44	3	1	0	0	15	0	0	0	0	0	0	0	0	35	4	0	0	0	45	2
363	Kästchen	denken	0			10	Kästchen	gedacht	X	dachtest|denken|dachte|denkt|dachten|denke|denkst	40	1	10	0	0	0	0	1	0	0	0	0	20	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592	Standort	denken	0			5	Standorten	gedacht	X	dachtest|denken|dachte|denkt|dachten|denke|denkst	33	0	8	0	2	0	0	2	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0
583	Traum	deuten	0			5	Träume	gedeutet	X	deutete|deute|deuteten|deuten|deutet	35	13	12	1	49	9	0	9	2	3	1	0	24	11	39	8	0	0	0	16	1	0	0	0	0	0	0	0	11	0	0	1	0	7	1
559	Chor	dirigieren	0			6	Chören	dirigiert	X	dirigiert|dirigieren|dirigiere|dirigierte|dirigierten	100	0	0	0	9	0	0	2	0	0	0	0	115	0	5	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0
619	Orchester	dirigieren	0			5	Orchestern	dirigiert	X	dirigiert|dirigieren|dirigiere|dirigierte|dirigierten	97	0	2	0	27	0	0	1	0	2	0	0	110	0	8	0	2	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0
206	Däumchen	drehen	0			19	däumchen	gedreht	X	drehte|drehten|drehen|dreht|drehst|drehe	101	8	9	0	28	0	0	25	1	8	0	2	79	10	543	55	1	0	0	64	7	3	0	2	0	0	1	0	89	9	0	0	0	99	8
453	Schlüssel	drehen	0			7	Schlüssel	gedreht	X	drehte|drehten|drehen|dreht|drehst|drehe	46	4	21	0	51	4	0	11	2	7	3	1	7	4	49	6	0	0	0	2	0	0	0	2	0	0	0	0	16	4	0	0	0	7	1
470	Kopf	drehen	0			7	Köpfe	gedreht	X	drehte|drehten|drehen|dreht|drehst|drehe	114	6	14	1	294	3	0	21	0	20	1	0	76	6	186	39	0	0	0	57	5	0	0	3	0	0	0	0	28	15	0	2	0	358	24
483	Film	drehen	0			7	Filme	gedreht	X	drehte|drehten|drehen|dreht|drehst|drehe	18	1	7	0	800	38	0	9	2	9	1	0	6	0	156	23	0	0	1	96	5	0	0	0	0	0	1	0	214	18	2	0	0	75	1
613	Plan	drehen	0			5	Pläne	gedreht	X	drehte|drehten|drehen|dreht|drehst|drehe	37	14	5	1	0	0	0	12	3	0	0	0	28	15	0	5	0	0	5	0	2	0	0	0	0	0	3	30	3	17	0	0	1	2	0
342	Film	einlegen	0		ein	11	Filme	eingelegt	einzulegen	einlegen|einlege|einlegt|einlegten|einlegte	88	1	37	1	44	4	0	24	1	9	0	0	5	1	27	2	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	3	0
371	Gang	einlegen	0		ein	10	Gänge	eingelegt	einzulegen	einlegen|einlege|einlegt|einlegten|einlegte	41	3	10	1	120	8	0	19	2	35	6	0	4	2	137	30	0	0	0	0	0	0	0	0	0	0	0	0	61	14	0	0	0	6	15
409	Ventil	einstellen	0		ein	8	Ventile	eingestellt	einzustellen	einstellten|einstellen|einstellte|einstelle|einstellt	45	6	9	3	4	0	0	14	1	4	0	0	13	3	6	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
508	Spur	einstellen	0		ein	6	Spuren	eingestellt	einzustellen	einstellten|einstellen|einstellte|einstelle|einstellt	77	6	13	0	86	14	0	28	1	29	5	0	41	8	118	46	1	0	0	0	0	0	0	0	0	0	0	0	22	2	1	0	0	0	0
543	Geld	eintreiben	0		ein	6	Gelder	eingetrieben	einzutreiben	eintrieb|eintreibt|eintreiben|eintrieben	89	2	20	0	67	7	0	49	0	12	0	0	16	0	138	11	0	0	1	0	0	0	0	0	0	0	0	0	20	2	0	0	0	22	1
314	Moral	empfinden	0			12	Moral	empfunden	X	empfänden|empfindest|empfindet|empfanden|empfand|empfinden|empfinde|empfände	139	6	38	1	0	0	1	2	0	0	0	0	77	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
313	Natur	erkennen	0	er		12	Naturen	erkannt	X	erkannten|erkannte|erkenne|erkennen|erkennten|erkennte|erkennst|erkennt	23	0	12	0	131	1	0	0	0	2	0	0	16	0	45	0	1	0	0	16	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0
144	Körper	erleben	0	er		29	Körper	erlebt	X	erlebt|erlebten|erlebte|erleben|erlebst|erlebe	178	0	45	0	10	0	1	25	0	6	0	0	110	0	37	1	2	0	0	9	0	1	0	2	0	0	0	0	17	0	0	0	0	26	0
147	Zeit	erleben	0	er		28	Zeiten	erlebt	X	erlebt|erlebten|erlebte|erleben|erlebst|erlebe	181	0	56	0	193	3	0	11	0	149	0	0	84	0	112	0	1	0	0	19	1	0	0	0	0	0	0	0	63	11	0	0	0	76	19
335	Raum	erleben	0	er		11	Räumen	erlebt	X	erlebt|erlebten|erlebte|erleben|erlebst|erlebe	64	0	18	0	19	0	0	7	0	4	0	0	24	1	14	2	1	0	0	2	1	0	0	0	0	0	0	0	6	0	0	0	0	8	0
423	Kultur	erleben	0	er		8	Kulturen	erlebt	X	erlebt|erlebten|erlebte|erleben|erlebst|erlebe	30	0	0	0	61	1	0	4	0	1	0	0	28	1	512	4	1	0	0	77	0	0	0	0	0	0	0	0	27	0	0	0	0	40	1
58	Ei	erlegen	0	er		86	Eier	erlegt	X	erlegten|erlegt|erlegte|erlegen	758	59	236	6	0	0	0	354	30	0	0	0	157	20	0	0	0	0	0	0	0	16	2	0	0	0	1	1	0	0	0	0	1	0	0
319	Draht	erodieren	0			12	Drähte	erodiert	X	erodiert|erodierte|erodierten|erodieren	100	5	7	0	0	0	0	14	0	0	0	0	102	11	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0
360	Märchen	erzählen	0	er		10	Märchen	erzählt	X	erzählt|erzählten|erzählte|erzählst|erzählen|erzähle	157	2	38	2	244	11	0	48	0	14	0	1	71	0	399	13	1	0	0	100	7	1	0	0	0	0	1	0	299	12	1	1	0	369	15
1	Rad	fahren	0			3433	Räder	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	31535	2533	4662	30	924	7	6	6241	297	438	20	6	28596	3327	5846	272	53	24	47	472	39	356	3	42	3	0	48	79	547	59	0	430	107	548	56
2	Auto	fahren	0			2338	auto	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	18730	1792	4024	126	3878	259	29	6909	411	701	77	12	9504	1798	8849	668	52	20	18	1076	80	202	7	41	2	0	27	25	1155	108	1	10852	372	2204	195
3	Ski	fahren	0			1775	Ski	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	13873	947	1890	31	126	4	0	4503	158	318	21	9	9691	970	2185	132	29	10	9	259	14	142	4	8	1	0	18	12	278	14	0	316	14	177	4
6	Fahrrad	fahren	0			798	Fahrräder	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	6673	294	1218	20	1052	39	4	1510	36	396	24	4	5232	381	4970	335	28	2	0	402	12	59	2	33	3	0	5	3	449	28	0	199	11	597	39
8	Motorrad	fahren	0			553	Motorräder	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	4070	202	896	20	414	28	4	1144	52	215	19	5	2405	177	1872	139	15	2	0	218	16	173	6	34	1	1	2	3	266	14	0	195	7	456	31
12	Zeit	fahren	0			444	Zeiten	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	3618	158	901	31	209	9	1	1307	60	84	3	0	1022	66	73	17	0	0	0	36	3	19	2	0	0	0	1	1	80	22	0	22	2	114	22
24	Kanu	fahren	0			245	Kanus	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	2086	38	209	2	80	0	2	372	8	106	4	0	2248	43	1310	29	18	0	0	62	0	11	0	3	0	0	0	2	58	2	1	870	5	20	0
32	Bus	fahren	0			160	Bussen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	1253	84	268	8	1343	58	0	226	14	93	9	2	904	90	1114	102	5	0	3	101	7	8	1	2	0	0	3	3	219	24	1	11769	167	466	33
34	Bahn	fahren	0			157	Bahnen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	1457	72	276	3	973	48	2	255	6	38	4	0	1134	80	1227	67	5	2	1	126	7	19	1	1	0	0	3	2	137	11	0	4483	78	329	20
39	Probe	fahren	0			133	Proben	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	1292	1631	101	5	19	1	0	283	43	126	12	2	1068	1814	824	161	7	32	153	281	70	2	1	0	0	0	500	1520	986	312	1	17392	952	55	21
40	Boot	fahren	0			133	Booten	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	1052	59	128	3	317	13	2	185	13	93	4	0	1096	71	1149	50	11	1	0	50	3	11	1	9	1	0	1	0	59	1	0	119	3	104	4
47	Ballon	fahren	0			116	Ballons	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	775	24	133	1	23	1	0	171	2	4	1	2	593	26	100	2	7	0	0	10	0	7	0	0	0	0	3	0	25	0	0	2523	19	4	0
49	Zug	fahren	0			113	Zügen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	728	88	155	13	1077	92	4	166	8	73	24	1	526	79	758	116	2	0	0	57	6	14	0	2	0	0	1	0	154	16	0	8044	270	549	43
50	Schlitten	fahren	0			111	Schlitten	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	1135	55	118	3	64	3	1	335	13	61	6	1	930	54	782	60	5	1	0	77	4	4	0	0	1	0	4	2	141	11	0	989	17	61	3
56	Taxi	fahren	0			90	Taxis	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	730	35	160	2	372	15	0	158	3	35	4	1	512	31	633	38	2	0	0	77	0	8	0	0	0	0	1	0	150	7	0	1885	32	192	5
61	Enduro	fahren	0			83	Enduros	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	246	20	44	1	24	0	0	98	13	21	1	1	130	15	107	17	3	0	0	11	1	6	0	6	0	0	0	0	25	4	0	11	1	22	4
64	Schi	fahren	0			77	Schi	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	700	133	84	7	6	0	0	215	17	13	0	0	521	130	95	6	1	2	0	8	0	4	0	0	0	0	4	1	19	0	0	16	3	5	0
67	Kajak	fahren	0			72	Kajaks	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	613	7	69	1	22	1	0	107	4	44	0	0	711	9	594	13	2	0	0	17	0	2	0	1	0	0	0	1	24	0	0	82	1	12	0
74	Moped	fahren	0			65	Mopeds	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	433	62	77	8	109	15	1	173	13	79	11	1	264	45	417	43	2	0	0	47	2	13	2	6	2	0	0	0	55	4	0	16	3	77	13
82	Roller	fahren	0			58	Roller	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	418	33	98	2	97	11	1	105	4	36	6	1	274	34	407	63	8	0	1	32	4	20	0	5	0	1	0	1	81	16	0	22	0	94	20
83	Velo	fahren	0			57	Velos	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	470	22	102	2	14	0	0	89	1	7	0	0	328	27	107	2	4	0	0	7	1	11	0	1	0	0	0	0	8	0	0	42	2	30	0
84	Hindernis	fahren	0			57	Hindernisse	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	355	3	76	1	18	0	0	120	0	7	0	0	107	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25	0	0	0
96	Einrad	fahren	0			48	Einrädern	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	579	4	86	0	28	0	1	83	1	9	2	0	579	5	241	1	3	0	0	14	0	5	0	1	0	0	0	0	14	0	0	6	1	3	0
106	Gespann	fahren	0			44	Gespannen	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	307	8	66	1	29	3	0	81	2	8	1	0	236	3	55	3	1	0	0	11	0	13	0	0	1	0	0	0	19	2	0	16	0	25	0
107	Snowboard	fahren	0			42	Snowboards	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	409	12	26	0	15	1	3	47	1	22	2	1	555	10	445	20	8	0	0	42	1	1	0	2	0	0	0	0	42	4	0	3	0	41	4
131	Buggy	fahren	0			33	Buggys	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	169	7	54	0	43	4	3	52	3	43	0	3	75	7	146	9	9	0	0	10	0	3	0	1	0	1	0	0	25	2	0	13	0	27	4
137	Cabrio	fahren	0			31	Cabrios	gefahren	X	fuhr|fahre|fährt|fahrt|führe|fuhren|fährst|fahren|führen	121	3	30	0	41	1	2	35	3	25	3	0	79	3	191	21	1	0	0	17	1	1	0	1	0	0	0	0	40	5	0	42	0	48	5
